,CharName,CharID,Event
934,Avengers,1009165,302
935,Beast,1009175,302
936,Black Panther,1009187,302
937,Black Widow,1009189,302
938,Blue Marvel,1011339,302
939,Bride of Nine Spiders (Immortal Weapons),1011236,302
940,Bruce Banner,1009167,302
941,Captain America,1009220,302
942,Captain Marvel (Carol Danvers),1010338,302
943,Cardiac,1011052,302
944,Cecilia Reyes,1009536,302
945,Cloud 9,1010823,302
946,Colossus,1009243,302
947,Crossbones,1009252,302
948,Cyclops,1009257,302
949,Cypher,1011385,302
950,Dani Moonstar,1009453,302
951,Daredevil,1009262,302
952,Dazzler,1009267,302
953,Deadpool,1009268,302
954,Defenders,1011023,302
955,Doctor Octopus,1009276,302
956,Doctor Strange,1009282,302
957,Dog Brother #1,1011235,302
958,Dracula,1010677,302
959,Edwin Jarvis,1011072,302
960,Elektra,1009288,302
961,Emma Frost,1009310,302
962,Exiles,1009294,302
963,Falcon,1009297,302
964,Fantastic Four,1009299,302
965,Fantomex,1009301,302
966,Fat Cobra,1011233,302
967,Firestar,1009306,302
968,Foggy Nelson,1009470,302
969,Frankenstein's Monster,1011356,302
970,Galactus,1009312,302
971,Gambit,1009313,302
972,Gargoyle,1010832,302
973,Ghost Rider (Daniel Ketch),1010925,302
974,Ghost Rider (Johnny Blaze),1009318,302
975,Giant Man,1009320,302
976,Gravity,1010702,302
977,Grey Gargoyle,1011420,302
978,Hank Pym,1011490,302
979,Hardball,1010821,302
980,Hawkeye,1009338,302
981,Hercules,1009343,302
982,Heroes For Hire,1010759,302
983,Hope Summers,1011428,302
984,Howard The Duck,1010373,302
985,Hulk,1009351,302
986,Iceman,1009362,302
987,Iron Fist (Danny Rand),1009367,302
988,Iron Man,1009368,302
989,Iron Patriot (James Rhodes),1009538,302
990,J. Jonah Jameson,1009372,302
991,Jessica Jones,1009378,302
992,Jimmy Woo,1011105,302
993,Jocasta,1009376,302
994,Juggernaut,1009382,302
995,Justice,1010760,302
996,Karma,1011386,302
997,Kitty Pryde,1009508,302
998,Loa,1011414,302
999,Loki,1009407,302
1000,Luke Cage,1009215,302
1001,Mach IV,1010851,302
1002,Magik (Amanda Sefton),1010942,302
1003,Magik (Illyana Rasputin),1009415,302
1004,Magma (Amara Aquilla),1009416,302
1005,Magneto,1009417,302
1006,Man-Thing,1009420,302
1007,Maria Hill,1011335,302
1008,Mephisto,1009440,302
1009,Mercury,1010681,302
1010,Misty Knight,1010682,302
1011,Mockingbird,1011220,302
1012,Moonstone,1010362,302
1013,Namor,1009466,302
1014,Natasha Romanoff,1009547,302
1015,New Mutants,1011336,302
1016,Nick Fury,1009471,302
1017,Nighthawk,1010349,302
1018,Northstar,1009476,302
1019,Odin,1009480,302
1020,Paladin,1010873,302
1021,Penance (Robert Baldwin),1009493,302
1022,Pepper Potts,1009494,302
1023,Pixie,1011179,302
1024,Prince of Orphans,1011234,302
1025,Prodigy,1011030,302
1026,Doctor Doom,1009281,287
1027,Fantastic Four,1009299,287
1028,Franklin Richards,1009539,287
1029,Invisible Woman,1009366,287
1030,Mr. Fantastic,1009459,287
1031,Secret Warriors,1011368,287
1032,Thing,1009662,287
1033,Valeria Richards,1009525,287
1034,Avengers,1009165,251
1035,Banshee,1009168,251
1036,Baron Zemo (Heinrich Zemo),1009170,251
1037,Bishop,1009182,251
1038,Black Panther,1009187,251
1039,Black Tom,1009188,251
1040,Blob,1009199,251
1041,Cable (Deadpool),1017317,251
1042,Caliban,1009216,251
1043,Callisto,1009217,251
1044,Captain America,1009220,251
1045,Captain America (House of M),1010914,251
1046,Captain Britain,1009223,251
1047,Dani Moonstar,1009453,251
1048,Deadpool,1009268,251
1049,Doctor Doom,1009281,251
1050,Excalibur,1010771,251
1051,Exiles,1009294,251
1052,Fantastic Four,1009299,251
1053,Forge,1009309,251
1054,Hawkeye,1009338,251
1055,Hellion,1010678,251
1056,Hulk,1009351,251
1057,Human Torch,1009356,251
1058,Invisible Woman,1009366,251
1059,Iron Man,1009368,251
1060,J. Jonah Jameson,1009372,251
1061,Jamie Braddock,1011343,251
1062,Johnny Storm,1009630,251
1063,Juggernaut,1009382,251
1064,Kitty Pryde,1009508,251
1065,Magik (Amanda Sefton),1010942,251
1066,Magneto,1009417,251
1067,Magneto (House of M),1010945,251
1068,Meggan,1011399,251
1069,Mister Sinister,1009447,251
1070,Mr. Fantastic,1009459,251
1071,Mystique,1009465,251
1072,Mystique (House of M),1010954,251
1073,New X-Men,1011271,251
1074,Nocturne,1009474,251
1075,Norman Osborn,1009325,251
1076,Polaris,1009499,251
1077,Psylocke,1009512,251
1078,Quicksilver,1009524,251
1079,Rachel Grey,1009430,251
1080,Rogue,1009546,251
1081,Sabretooth (House of M),1010970,251
1082,Scarlet Witch,1009562,251
1083,Sentinel,1009570,251
1084,Sentinels,1011323,251
1085,Spider-Man,1009610,251
1086,Storm,1009629,251
1087,Sub-Mariner,1010791,251
1088,Thing,1009662,251
1089,Thunderbolts,1010360,251
1090,Tony Stark,1009624,251
1091,Toro (Thomas Raymond),1011309,251
1092,Wolverine,1009718,251
1093,X-Men,1009726,251
1094,Alicia Masters,1009435,252
1095,Archangel,1009159,252
1096,Arclight,1009160,252
1097,Avengers,1009165,252
1098,Beast,1009175,252
1099,Blockbuster,1009200,252
1100,Captain America,1009220,252
1101,Cloak,1009241,252
1102,Colossus,1009243,252
1103,Curt Conners,1009244,252
1104,Cyclops,1009257,252
1105,Dagger,1009258,252
1106,Daredevil,1009262,252
1107,Dazzler,1009267,252
1108,Dragon Man,1009283,252
1109,Edwin Jarvis,1011072,252
1110,Excalibur,1010771,252
1111,Fantastic Four,1009299,252
1112,Forgotten One,1011177,252
1113,Goblin Queen,1009322,252
1114,Green Goblin (Harry Osborn),1010928,252
1115,Harpoon,1009336,252
1116,Harry Osborn,1009486,252
1117,Havok,1009337,252
1118,Hobgoblin (Jason Macendale),1010930,252
1119,Human Torch,1009356,252
1120,Iceman,1009362,252
1121,Invisible Woman,1009366,252
1122,J. Jonah Jameson,1009372,252
1123,Juggernaut,1009382,252
1124,Kang,1009384,252
1125,Liz Osborn,1009403,252
1126,Lizard,1009404,252
1127,Longshot,1009408,252
1128,Madelyne Pryor,1009509,252
1129,Mantis,1011026,252
1130,Marauders,1009424,252
1131,Mary Jane Watson,1009708,252
1132,May Parker,1009490,252
1133,Mister Sinister,1009447,252
1134,Mysterio,1009464,252
1135,New Mutants,1011336,252
1136,Orphan-Maker,1010957,252
1137,Peter Parker,1009491,252
1138,Power Pack,1010770,252
1139,Prism,1009503,252
1140,Professor X,1009504,252
1141,Psylocke,1009512,252
1142,Riptide,1009543,252
1143,Rogue,1009546,252
1144,Sabretooth,1009554,252
1145,Scalphunter,1011048,252
1146,Scrambler,1011230,252
1147,Silver Surfer,1009592,252
1148,Spider-Man,1009610,252
1149,Storm,1009629,252
1150,Thing,1009662,252
1151,Thor,1009664,252
1152,Uatu The Watcher,1009683,252
1153,Vertigo (Savage Land Mutate),1009694,252
1154,Wolverine,1009718,252
1155,X-Factor,1010738,252
1156,X-Men,1009726,252
1157,Avengers,1009165,315
1158,Beast,1009175,315
1159,Black Bolt,1009184,315
1160,Black Panther,1009187,315
1161,Black Widow,1009189,315
1162,Blue Marvel,1011339,315
1163,Captain America,1009220,315
1164,Captain Marvel (Carol Danvers),1010338,315
1165,Carol Danvers,1009261,315
1166,Dani Moonstar,1009453,315
1167,Doctor Strange,1009282,315
1168,Guardians of the Galaxy,1011299,315
1169,Hawkeye,1009338,315
1170,Hulk,1009351,315
1171,Illuminati,1010758,315
1172,Imperial Guard,1009363,315
1173,Inhumans,1009365,315
1174,Iron Man,1009368,315
1175,Iron Patriot (James Rhodes),1009538,315
1176,Jessica Jones,1009378,315
1177,Luke Cage,1009215,315
1178,Maria Hill,1011335,315
1179,Misty Knight,1010682,315
1180,Mr. Fantastic,1009459,315
1181,Namor,1009466,315
1182,Scarlet Witch,1009562,315
1183,Shang-Chi,1009577,315
1184,Skrulls,1009599,315
1185,Spider-Man,1009610,315
1186,Spider-Woman (Jessica Drew),1009608,315
1187,Thanos,1009652,315
1188,Thor,1009664,315
1189,Wasp,1009707,315
1190,White Tiger (Angela Del Toro),1010853,315
1191,Wolverine,1009718,315
1192,Wonder Man,1009719,315
1193,Adam Warlock,1010354,29
1194,Alpha Flight,1010370,29
1195,Ancient One,1009152,29
1196,Archangel,1009159,29
1197,Aurora,1009163,29
1198,Avengers,1009165,29
1199,Beast,1009175,29
1200,Black Knight (Sir Percy of Scandia),1009186,29
1201,Calypso,1009218,29
1202,Captain America,1009220,29
1203,Clea,1009239,29
1204,Colossus,1009243,29
1205,Cyclops,1009257,29
1206,Daredevil,1009262,29
1207,Death,1009269,29
1208,Diamondback (Rachel Leighton),1009274,29
1209,Doctor Strange,1009282,29
1210,Falcon,1009297,29
1211,Fantastic Four,1009299,29
1212,Galactus,1009312,29
1213,Guardian,1009330,29
1214,Havok,1009337,29
1215,Hercules,1009343,29
1216,Hulk,1009351,29
1217,Human Torch,1009356,29
1218,Invisible Woman,1009366,29
1219,Iron Fist (Danny Rand),1009367,29
1220,Iron Man,1009368,29
1221,Juggernaut,1009382,29
1222,Magus (Adam Warlock),1010904,29
1223,Namorita,1009469,29
1224,Nightcrawler,1009472,29
1225,Northstar,1009476,29
1226,Nova,1009477,29
1227,Polaris,1009499,29
1228,Professor X,1009504,29
1229,Psylocke,1009512,29
1230,Puck,1009513,29
1231,Puppet Master,1009519,29
1232,Quasar (Phyla-Vell),1009523,29
1233,Rogue,1009546,29
1234,Sasquatch (Walter Langkowski),1009560,29
1235,Scarlet Witch,1009562,29
1236,Shaman,1009576,29
1237,She-Hulk (Jennifer Walters),1009583,29
1238,Silver Surfer,1009592,29
1239,Sleepwalker,1010761,29
1240,Storm,1009629,29
1241,Talisman (Elizabeth Twoyoungmen),1009646,29
1242,Thanos,1009652,29
1243,Thor,1009664,29
1244,Uatu The Watcher,1009683,29
1245,Vision,1009697,29
1246,Wasp,1009707,29
1247,Wolverine,1009718,29
1248,Wonder Man,1009719,29
1249,Wong,1009720,29
1250,X-Men,1009726,29
1251,Avengers,1009165,317
1252,Beast,1009175,317
1253,Black Bolt,1009184,317
1254,Black Panther,1009187,317
1255,Black Widow,1009189,317
1256,Blue Marvel,1011339,317
1257,Bruce Banner,1009167,317
1258,Captain America,1009220,317
1259,Crystal,1009255,317
1260,Cyclops,1009257,317
1261,Doctor Strange,1009282,317
1262,Emma Frost,1009310,317
1263,Hank Pym,1011490,317
1264,Hulk,1009351,317
1265,Inhumans,1009365,317
1266,Iron Man,1009368,317
1267,Jean Grey,1009327,317
1268,Jessica Jones,1009378,317
1269,Karnak,1009385,317
1270,Kitty Pryde,1009508,317
1271,Lockjaw,1009406,317
1272,Luke Cage,1009215,317
1273,Magik (Illyana Rasputin),1009415,317
1274,Maria Hill,1011335,317
1275,Maximus,1011305,317
1276,Medusa,1009438,317
1277,Mr. Fantastic,1009459,317
1278,Namor,1009466,317
1279,Spider-Girl (Anya Corazon),1009157,317
1280,Spider-Man,1009610,317
1281,Spider-Woman (Jessica Drew),1009608,317
1282,Stepford Cuckoos,1009625,317
1283,Thor,1009664,317
1284,Triton,1010335,317
1285,White Tiger (Angela Del Toro),1010853,317
1286,Wolverine,1009718,317
1287,X-Men,1009726,317
1288,Archangel,1009159,334
1289,Deadpool,1009268,334
1290,Domino,1009277,334
1291,Fantomex,1009301,334
1292,Forge,1009309,334
1293,Gorilla Man,1010731,334
1294,Inhumans,1009365,334
1295,Karnak,1009385,334
1296,M (Monet St. Croix),1011068,334
1297,Machine Man,1010805,334
1298,Magik (Illyana Rasputin),1009415,334
1299,Maximus,1011305,334
1300,Rachel Grey,1009430,334
1301,Sabretooth,1009554,334
1302,Sebastian Shaw,1009581,334
1303,Stepford Cuckoos,1009625,334
1304,Storm,1009629,334
1305,Triton,1010335,334
1306,X-Men,1009726,334
1307,Anthem,1011208,255
1308,Ares,1010784,255
1309,Avengers,1009165,255
1310,Beak,1009174,255
1311,Beast,1009175,255
1312,Ben Urich,1010782,255
1313,Black Cat,1009185,255
1314,Black Panther,1009187,255
1315,Black Widow,1009189,255
1316,Boomerang,1010371,255
1317,Brother Voodoo,1011090,255
1318,Bullseye,1009212,255
1319,Calamity,1011209,255
1320,Captain Marvel (Carol Danvers),1010338,255
1321,Cloud 9,1010823,255
1322,Doctor Strange,1009282,255
1323,Echo,1010785,255
1324,Edwin Jarvis,1011072,255
1325,Elektra,1009288,255
1326,Falcon,1009297,255
1327,Fantastic Four,1009299,255
1328,Galactus,1009312,255
1329,Gauntlet (Joseph Green),1009316,255
1330,Grey Gargoyle,1011420,255
1331,GW Bridge,1009207,255
1332,Hank Pym,1011490,255
1333,Hardball,1010821,255
1334,Henry Peter Gyrich,1011371,255
1335,Hulk,1009351,255
1336,Human Robot,1010722,255
1337,Human Torch,1009356,255
1338,Invisible Woman,1009366,255
1339,Iron Fist (Danny Rand),1009367,255
1340,Iron Man,1009368,255
1341,J. Jonah Jameson,1009372,255
1342,Jessica Jones,1009378,255
1343,Jubilee,1009381,255
1344,Justice,1010760,255
1345,Kat Farrell,1010783,255
1346,Komodo (Melati Kusuma),1010818,255
1347,Maria Hill,1011335,255
1348,Mole Man,1009449,255
1349,Moon Knight,1009452,255
1350,Mr. Fantastic,1009459,255
1351,Mulholland Black,1011210,255
1352,New Warriors,1010683,255
1353,Night Thrasher,1010684,255
1354,Norman Osborn,1009325,255
1355,Nova,1009477,255
1356,Omega Flight,1010757,255
1357,Penance (Robert Baldwin),1009493,255
1358,Rage,1010817,255
1359,Red Skull,1009535,255
1360,Rick Jones,1009379,255
1361,Sentry (Robert Reynolds),1009571,255
1362,Sharon Carter,1009228,255
1363,Shocker (Herman Schultz),1009585,255
1364,Silhouette,1010848,255
1365,Silver Surfer,1009592,255
1366,Sin,1010898,255
1367,Songbird,1010693,255
1368,Spider-Man,1009610,255
1369,Spider-Woman (Charlotte Witter),1010795,255
1370,Spider-Woman (Jessica Drew),1009608,255
1371,Stacy X,1009618,255
1372,Storm,1009629,255
1373,Sub-Mariner,1010791,255
1374,Supernaut,1011232,255
1375,Swordsman,1009641,255
1376,Tempest,1009650,255
1377,The Hand,1010359,255
1378,The Initiative,1010998,255
1379,The Order,1011018,255
1380,Thing,1009662,255
1381,Thunderbolts,1010360,255
1382,Tigra (Greer Nelson),1009670,255
1383,Trauma,1010822,255
1384,Ultron,1009685,255
1385,Veda,1011231,255
1386,Venom (Mac Gargan),1010788,255
1387,Wasp,1009707,255
1388,Wind Dancer,1011009,255
1389,Winter Soldier,1010740,255
1390,Wolverine,1009718,255
1391,Wonder Man,1009719,255
1392,X-Men,1009726,255
1393,Archangel,1009159,32
1394,Avalanche,1009164,32
1395,Banshee (Theresa Rourke),1009596,32
1396,Beast,1009175,32
1397,Boom Boom,1010366,32
1398,Cable,1009214,32
1399,Cannonball,1009219,32
1400,Captain Britain,1009223,32
1401,Colossus,1009243,32
1402,Cyclops,1009257,32
1403,Domino,1009277,32
1404,Feral,1011213,32
1405,Firestar,1009306,32
1406,Gideon,1011055,32
1407,Iceman,1009362,32
1408,Jean Grey,1009327,32
1409,Legion,1009399,32
1410,Marvel Boy,1009427,32
1411,Multiple Man,1011056,32
1412,Mystique,1009465,32
1413,Namorita,1009469,32
1414,New Mutants,1011336,32
1415,New Warriors,1010683,32
1416,Night Thrasher,1010684,32
1417,Nova,1009477,32
1418,Penance (Robert Baldwin),1009493,32
1419,Polaris,1009499,32
1420,Proteus,1009505,32
1421,Pyro,1009522,32
1422,Shadow King,1009573,32
1423,Shatterstar,1009580,32
1424,Silhouette,1010848,32
1425,Toad,1009673,32
1426,Warpath,1009705,32
1427,Wolverine,1009718,32
1428,X-Factor,1010738,32
1429,X-Men,1009726,32
1430,Kraven the Hunter,1009391,258
1431,Mary Jane Watson,1009708,258
1432,Spider-Man,1009610,258
1433,Vermin (Edward Whelan),1010353,258
1434,Black Bolt,1009184,311
1435,Black Panther,1009187,311
1436,Bruce Banner,1009167,311
1437,Captain America (Sam Wilson),1017575,311
1438,Captain Marvel (Carol Danvers),1010338,311
1439,Carol Danvers,1009261,311
1440,Crystal,1009255,311
1441,Daredevil,1009262,311
1442,Doctor Strange,1009282,311
1443,Doop,1009279,311
1444,Elektra,1009288,311
1445,Foggy Nelson,1009470,311
1446,Guardians of the Galaxy,1011299,311
1447,Hulk,1009351,311
1448,Inhumans,1009365,311
1449,Iron Fist (Danny Rand),1009367,311
1450,Karnak,1009385,311
1451,Lady Bullseye,1011327,311
1452,Lockjaw,1009406,311
1453,Magneto,1009417,311
1454,Matthew Murdock,1009463,311
1455,Maximus,1011305,311
1456,Medusa,1009438,311
1457,Namor,1009466,311
1458,Purple Man,1009520,311
1459,Rocket Raccoon,1010744,311
1460,Spider-Woman (Jessica Drew),1009608,311
1461,Spot,1009616,311
1462,Star-Lord (Peter Quill),1010733,311
1463,Thor,1009664,311
1464,Triton,1010335,311
1465,X-Statix,1010806,311
1466,Black Cat,1009185,151
1467,Captain America,1009220,151
1468,Carnage,1009227,151
1469,Cloak,1009241,151
1470,Deathlok,1010890,151
1471,Demogoblin,1011071,151
1472,Eddie Brock,1010787,151
1473,Firestar,1009306,151
1474,Iron Fist (Danny Rand),1009367,151
1475,Liz Osborn,1009403,151
1476,Mary Jane Watson,1009708,151
1477,May Parker,1009490,151
1478,Morbius,1009454,151
1479,Shriek,1009587,151
1480,Spider-Man,1009610,151
1481,Toxin (Eddie Brock),1009692,151
1482,Avengers,1009165,37
1483,Beast,1009175,37
1484,Beta-Ray Bill,1009180,37
1485,Bishop,1009182,37
1486,Black Panther,1009187,37
1487,Black Widow,1009189,37
1488,Cable,1009214,37
1489,Captain America,1009220,37
1490,Captain Marvel (Carol Danvers),1010338,37
1491,Captain Marvel (Genis-Vell),1011096,37
1492,Captain Marvel (Mar-Vell),1009224,37
1493,Ch'od,1009232,37
1494,Colossus,1009243,37
1495,Dagger,1009258,37
1496,Daredevil,1009262,37
1497,Darkstar,1009266,37
1498,Deathbird,1009270,37
1499,Doctor Strange,1009282,37
1500,Gambit,1009313,37
1501,Gladiator (Kallark),1009321,37
1502,Hawkeye,1009338,37
1503,Hepzibah,1009342,37
1504,Hercules,1009343,37
1505,Hulk,1009351,37
1506,Human Torch,1009356,37
1507,Hussar,1009358,37
1508,Invisible Woman,1009366,37
1509,Iron Man,1009368,37
1510,Lady Deathstrike,1009393,37
1511,Lilandra,1009402,37
1512,Moon Knight,1009452,37
1513,Moonstone,1010362,37
1514,Mr. Fantastic,1009459,37
1515,Mr. Fixit,1009460,37
1516,Namorita,1009469,37
1517,Nick Fury,1009471,37
1518,Nightcrawler,1009472,37
1519,Nightmare,1009473,37
1520,Nova,1009477,37
1521,Odin,1009480,37
1522,Professor X,1009504,37
1523,Psylocke,1009512,37
1524,Punisher,1009515,37
1525,Quasar (Phyla-Vell),1009523,37
1526,Raza,1009531,37
1527,Rick Jones,1009379,37
1528,Rogue,1009546,37
1529,Ronan,1010344,37
1530,Scarlet Witch,1009562,37
1531,She-Hulk (Jennifer Walters),1009583,37
1532,Sif,1009588,37
1533,Silver Surfer,1009592,37
1534,Skrulls,1009599,37
1535,Spider-Man,1009610,37
1536,Storm,1009629,37
1537,Sub-Mariner,1010791,37
1538,Sunfire,1009636,37
1539,Thing,1009662,37
1540,Thor,1009664,37
1541,Thunderbird (John Proudstar),1009666,37
1542,Thunderbird (Neal Shaara),1009667,37
1543,Thunderbolts,1010360,37
1544,Tigra (Greer Nelson),1009670,37
1545,Ulik,1010358,37
1546,Vision,1009697,37
1547,Warbird,1009703,37
1548,Warstar,1009706,37
1549,Wasp,1009707,37
1550,Wolverine,1009718,37
1551,Wonder Man,1009719,37
1552,X-Man,1009725,37
1553,X-Men,1009726,37
1554,Zaran,1010841,37
1555,Archangel,1009159,299
1556,Banshee,1009168,299
1557,Beast,1009175,299
1558,Bishop,1009182,299
1559,Cable,1009214,299
1560,Cannonball,1009219,299
1561,Colossus,1009243,299
1562,Cyclops,1009257,299
1563,Emma Frost,1009310,299
1564,Gambit,1009313,299
1565,Havok,1009337,299
1566,Iceman,1009362,299
1567,Jean Grey,1009327,299
1568,Jubilee,1009381,299
1569,Juggernaut,1009382,299
1570,Layla Miller,1011100,299
1571,Madrox,1009413,299
1572,Magneto,1009417,299
1573,Mercury,1010681,299
1574,Mister Sinister,1009447,299
1575,Mystique,1009465,299
1576,Nightcrawler,1009472,299
1577,Prodigy,1011030,299
1578,Professor X,1009504,299
1579,Prowler,1009507,299
1580,Psylocke,1009512,299
1581,Rockslide,1010692,299
1582,Rogue,1009546,299
1583,Sabretooth,1009554,299
1584,Sentinel,1009570,299
1585,Storm,1009629,299
1586,Surge,1010695,299
1587,Wolfsbane,1009717,299
1588,Wolverine,1009718,299
1589,X-23,1009722,299
1590,X-Factor,1010738,299
1591,X-Force,1009724,299
1592,X-Men,1009726,299
1593,Apocalypse,1009156,298
1594,Archangel,1009159,298
1595,Bishop,1009182,298
1596,Cable,1009214,298
1597,Deadpool,1009268,298
1598,Domino,1009277,298
1599,Elixir,1011082,298
1600,Hope Summers,1011428,298
1601,Stryfe,1009632,298
1602,Vanisher (Telford Porter),1011365,298
1603,Warpath,1009705,298
1604,Wolverine,1009718,298
1605,X-23,1009722,298
1606,X-Force,1009724,298
1607,X-Men,1009726,298
1608,Alpha Flight,1010370,337
1609,Avengers,1009165,337
1610,Captain America,1009220,337
1611,Captain Marvel (Carol Danvers),1010338,337
1612,Elsa Bloodstone,1010701,337
1613,Fin Fang Foom,1009303,337
1614,Inhumans,1009365,337
1615,Medusa,1009438,337
1616,Spider-Man,1009610,337
1617,Thor (Goddess of Thunder),1017576,337
1618,Alpha Flight,1010370,333
1619,Avengers,1009165,333
1620,Captain America,1009220,333
1621,Captain Marvel (Carol Danvers),1010338,333
1622,Elsa Bloodstone,1010701,333
1623,Fin Fang Foom,1009303,333
1624,Inhumans,1009365,333
1625,Medusa,1009438,333
1626,Spider-Man,1009610,333
1627,Thor (Goddess of Thunder),1017576,333
1628,Adam Warlock,1010354,263
1629,Archangel,1009159,263
1630,Arclight,1009160,263
1631,Avalanche,1009164,263
1632,Beast,1009175,263
1633,Blob,1009199,263
1634,Blockbuster,1009200,263
1635,Boom Boom,1010366,263
1636,Caliban,1009216,263
1637,Callisto,1009217,263
1638,Colossus,1009243,263
1639,Cyclops,1009257,263
1640,Daredevil,1009262,263
1641,Destiny,1009271,263
1642,Harpoon,1009336,263
1643,Iceman,1009362,263
1644,Lockheed,1009405,263
1645,Magma (Amara Aquilla),1009416,263
1646,Magneto,1009417,263
1647,Masque,1010367,263
1648,Mystique,1009465,263
1649,New Mutants,1011336,263
1650,Nightcrawler,1009472,263
1651,Power Pack,1010770,263
1652,Psylocke,1009512,263
1653,Pyro,1009522,263
1654,Riptide,1009543,263
1655,Rogue,1009546,263
1656,Sabretooth,1009554,263
1657,Selene,1009568,263
1658,Spiral (Rita Wayword),1009614,263
1659,Storm,1009629,263
1660,Sunspot,1009638,263
1661,Thor,1009664,263
1662,Vertigo (Savage Land Mutate),1009694,263
1663,Wolverine,1009718,263
1664,X-Factor,1010738,263
1665,X-Men,1009726,263
1666,Apocalypse,1009156,154
1667,Archangel,1009159,154
1668,Arclight,1009160,154
1669,Avengers,1009165,154
1670,Banshee,1009168,154
1671,Banshee (Theresa Rourke),1009596,154
1672,Bastion,1009171,154
1673,Beast,1009175,154
1674,Bishop,1009182,154
1675,Black Panther,1009187,154
1676,Black Widow,1009189,154
1677,Blink,1009197,154
1678,Cable,1009214,154
1679,Caliban,1009216,154
1680,Cannonball,1009219,154
1681,Captain America,1009220,154
1682,Captain Britain,1009223,154
1683,Colossus,1009243,154
1684,Crystal,1009255,154
1685,Cyclops,1009257,154
1686,Doctor Doom,1009281,154
1687,Doctor Strange,1009282,154
1688,Domino,1009277,154
1689,Dum Dum Dugan,1009284,154
1690,Elektra,1009288,154
1691,Excalibur,1010771,154
1692,Falcon,1009297,154
1693,Fantastic Four,1009299,154
1694,Forge,1009309,154
1695,Franklin Richards,1009539,154
1696,Gambit,1009313,154
1697,Gateway,1009315,154
1698,Generation X,1011285,154
1699,Hank Pym,1011490,154
1700,Harpoon,1009336,154
1701,Havok,1009337,154
1702,Hawkeye,1009338,154
1703,Holocaust (Age of Apocalypse),1009349,154
1704,Hulk,1009351,154
1705,Human Torch,1009356,154
1706,Husk,1009357,154
1707,Iceman,1009362,154
1708,Invisible Woman,1009366,154
1709,Iron Man,1009368,154
1710,J. Jonah Jameson,1009372,154
1711,Jean Grey,1009327,154
1712,Joseph,1009380,154
1713,Jubilee,1009381,154
1714,Juggernaut,1009382,154
1715,Kitty Pryde,1009508,154
1716,Lockheed,1009405,154
1717,Magneto,1009417,154
1718,Marauders,1009424,154
1719,Mary Jane Watson,1009708,154
1720,Meltdown,1009439,154
1721,Mister Sinister,1009447,154
1722,Mr. Fantastic,1009459,154
1723,Mystique,1009465,154
1724,Nightcrawler,1009472,154
1725,Odin,1009480,154
1726,Onslaught,1009483,154
1727,Ozymandias,1009488,154
1728,Peter Parker,1009491,154
1729,Polaris,1009499,154
1730,Post,1009501,154
1731,Professor X,1009504,154
1732,Psylocke,1009512,154
1733,Punisher,1009515,154
1734,Quicksilver,1009524,154
1735,Red Skull,1009535,154
1736,Risque,1009544,154
1737,Rogue,1009546,154
1738,Sabretooth,1009554,154
1739,Scalphunter,1011048,154
1740,Scarlet Witch,1009562,154
1741,Sentinel,1009570,154
1742,Sentinels,1011323,154
1743,Shard,1009579,154
1744,Shatterstar,1009580,154
1745,Spider-Man,1009610,154
1746,Spider-Man (Ben Reilly),1014858,154
1747,Stick,1009626,154
1748,Storm,1009629,154
1749,Sunspot,1009638,154
1750,Thing,1009662,154
1751,Thor,1009664,154
1752,Vertigo (Savage Land Mutate),1009694,154
1753,Vision,1009697,154
1754,Warpath,1009705,154
1755,Wasp,1009707,154
1756,Wolfsbane,1009717,154
1757,Wolverine,1009718,154
1758,X-Force,1009724,154
1759,X-Man,1009725,154
1760,X-Men,1009726,154
1761,Angela (Aldrif Odinsdottir),1017574,319
1762,Ant-Man (Eric O'Grady),1010802,319
1763,Avengers,1009165,319
1764,Black Bolt,1009184,319
1765,Black Panther,1009187,319
1766,Black Widow,1009189,319
1767,Blastaar,1009195,319
1768,Blue Marvel,1011339,319
1769,Captain America,1009220,319
1770,Dazzler,1009267,319
1771,Deadpool,1009268,319
1772,Deathlok,1010890,319
1773,Doctor Doom,1009281,319
1774,Doctor Strange,1009282,319
1775,Fantastic Four,1009299,319
1776,Franklin Richards,1009539,319
1777,Gamora,1010763,319
1778,Guardians of the Galaxy,1011299,319
1779,Hulk,1009351,319
1780,Iron Man,1009368,319
1781,Loki,1009407,319
1782,Ms. Marvel (Kamala Khan),1017577,319
1783,Nick Fury,1009471,319
1784,Odin,1009480,319
1785,Red Skull,1009535,319
1786,Rick Jones,1009379,319
1787,Scarlet Witch,1009562,319
1788,Spider-Man,1009610,319
1789,Thanos,1009652,319
1790,The Watchers,1009661,319
1791,Thor,1009664,319
1792,Uatu The Watcher,1009683,319
1793,Valeria Richards,1009525,319
1794,Winter Soldier,1010740,319
1795,Wolverine,1009718,319
1796,X-Men,1009726,319
1797,Young Avengers,1010698,319
1798,Avengers,1009165,266
1799,Black Panther,1009187,266
1800,Captain America,1009220,266
1801,Daredevil,1009262,266
1802,Doctor Strange,1009282,266
1803,Goliath (Bill Foster),1010927,266
1804,Hulk,1009351,266
1805,Iron Man,1009368,266
1806,Luke Cage,1009215,266
1807,Mary Jane Watson,1009708,266
1808,May Parker,1009490,266
1809,Morlun,1011088,266
1810,Mr. Fantastic,1009459,266
1811,Spider-Man,1009610,266
